6.68	41	30	24	0.17	-2.24	0.22	-1.79	0.87
6.72	26	19	22	0.98	-3.53	1.13	-7.73	0.84
6.76	17	15	19	0.98	-3.53	2.04	-10.01	0.84
6.80	13	12	17	-0.56	-2.91	2.04	-10.01	0.84
6.84	10	10	16	-0.75	-2.77	2.03	-6.41	0.73
6.88	8	8	15	-1.04	-2.06	1.29	-0.66	1.55
6.92	6	7	14	-1.04	-0.45	0	2.77	1.37
6.96	6	6	13	-0.33	0.7	-0.86	2.77	1.37
7.00	6	5	12	-0.01	1.39	-0.86	2.5	0.49
7.04	4	4	11	0.14	1.99	-0.75	2.15	0.35
7.08	3	3	10	0.27	2.64	-0.72	0.75	0.49
7.12	3	3	10	0.6	2.8	-0.68	-1.27	0.35
7.16	3	2	9	0.6	2.8	-0.43	-2.97	0.04
7.20	3	2	8	0.45	2.76	-0.43	-5.59	0.03
7.24	2	2	8	0.45	2.07	-0.71	-7.57	-0.03
7.28	2	1	8	0.32	1.56	-0.71	-7.57	0
7.32	1	1	7	0.07	1.23	-0.57	-7.5	0
7.36	1	1	7	-0.04	0.72	-0.57	-6.79	0.75
7.40	1	1	6	-0.05	0.09	-0.57	-6.79	0.75
7.44	2	6	6	-0.11	-0.03	-0.34	-5.63	-0.15
7.48	3	11	5	-0.26	-0.03	-0.18	-2.79	-0.15
7.52	6	16	5	-0.13	0.12	-0.06	-1.01	0.25
7.56	13	21	5	-0.13	0.12	-0.02	-0.46	0.26
7.60	17	27	5	-0.1	0.01	-0.01	-0.38	0.25
7.64	17	29	5	-0.1	0.01	0	-0.34	0.24
7.68	17	31	7	-0.1	0.01	0	-0.34	0.18
7.72	19	33	25	-0.06	0.02	0	-0.34	0.11
7.76	20	34	29	-0.03	0.03	0	-0.29	0.1
7.80	21	37	36	-0.01	0.03	0	-0.29	0.1
7.84	24	41	49	0.02	0.06	0	-0.26	0.1
7.88	29	46	59	0.03	0.06	0	-0.25	0.1
7.92	32	48	66	0.03	0.05	0.01	-0.23	0.1
7.96	32	50	70	0.03	0.03	0.01	-0.21	0.11
8.00	32	51	72	0.03	0.02	0.01	-0.19	0.11
8.04	34	52	73	0.06	0	0.01	-0.19	0.12
8.08	36	52	73	0.07	-0.01	0.01	-0.19	0.15
8.12	38	52	74	0.07	-0.01	0.01	-0.21	0.17
8.16	40	53	73	0.06	-0.01	0.01	-0.21	0.19
8.20	43	54	71	0.05	-0.01	0.01	-0.22	0.21
8.24	45	55	69	0.05	-0.01	0.01	-0.22	0.23
8.28	46	55	69	0.02	0	0.01	-0.22	0.23
8.32	46	55	70	0	0.01	0.01	-0.23	0.23
8.36	46	56	70	0	0.01	0.01	-0.23	0.22
8.40	47	57	70	0	0.01	0.01	-0.22	0.21
8.44	47	58	70	0.01	0.01	0.01	-0.22	0.21
8.48	48	58	69	0.02	0.01	0.01	-0.21	0.21
8.52	49	59	69	0.02	0.01	0.01	-0.21	0.21
8.56	49	59	69	0.02	0.01	0.01	-0.21	0.21
8.60	49	60	69	0.02	0.01	0.02	-0.2	0.2
8.64	50	60	69	0.03	0.01	0.02	-0.2	0.2
8.68	50	60	68	0.03	0.01	0.02	-0.2	0.22
8.72	50	60	68	0.03	0.01	0.02	-0.19	0.22
8.76	51	60	68	0.02	0.01	0.02	-0.19	0.22
8.80	51	60	66	0.02	0	0.02	-0.19	0.22
8.84	53	59	62	0.08	0	0.01	-0.19	0.23
8.88	56	59	55	0.08	-0.03	0.01	-0.2	0.27
8.92	58	59	46	0.11	-0.07	0	-0.24	0.29
8.96	60	59	37	0.13	-0.07	0	-0.29	0.33
9.00	60	59	34	0.17	-0.16	0.02	-0.36	0.41
9.04	58	58	28	0.27	-0.62	0.05	-0.44	0.65
9.08	50	54	26	0.27	-1.67	0.14	-0.79	0.83
9.12	36	32	23	0.27	-2.45	0.27	-2.06	1.55
9.16	22	22	21	0.04	-2.45	0.92	-4.06	1.55
9.20	19	18	19	-0.16	-2.17	1.1	-8.48	-0.04
9.24	16	15	18	-0.53	-2.17	1.1	-8.48	-0.04
9.28	13	13	17	-0.53	-2.33	1.35	-5.39	0.07
9.32	10	11	16	-0.51	-2.33	1.35	-1.34	0.71
9.36	9	10	15	-0.48	-0.89	0.37	1.72	0.89
9.40	8	8	14	-0.24	0.42	-0.37	1.82	0.89
9.44	7	8	13	-0.02	0.95	-0.37	1.83	0.45
9.48	6	6	11	0.24	1.54	-0.19	1.83	0.45
9.52	5	5	11	0.53	2.15	-0.19	0.94	0.38
9.56	5	5	10	0.53	2.26	-0.59	-0.44	0.29
9.60	4	4	9	0.57	2.61	-0.62	-1.25	0.29
9.64	4	3	9	0.53	2.61	-0.73	-3.66	0.39
9.68	4	3	8	0.53	2	-0.81	-5.99	0.39
9.72	3	3	8	0.34	1.34	-0.81	-6.36	-0.22
9.76	3	2	7	-0.07	1.25	-0.68	-6.82	-0.26
9.80	3	2	7	-0.18	0.82	-0.68	-6.82	-0.26
9.84	3	2	7	-0.32	0.14	-0.57	-7.33	-0.69
9.88	3	8	6	-0.32	0.14	-0.57	-6.62	-0.11
9.92	5	12	5	-0.27	0.2	-0.21	-3.8	-0.08
9.96	9	19	5	-0.14	0.2	-0.05	-1.17	0.08
10.00	12	23	17	-0.14	0.05	-0.02	-0.53	0.11
10.04	13	28	18	-0.14	0.01	0	-0.36	0.11
10.08	13	31	23	-0.08	0.01	0	-0.32	0.07
10.12	15	37	44	0.03	0.06	-0.01	-0.25	0.07
10.16	20	39	55	0.05	0.07	-0.01	-0.23	0.07
10.20	27	44	66	0.09	0.06	0	-0.19	0.09
10.24	33	47	70	0.11	0.03	0	-0.17	0.14
10.28	38	48	72	0.11	0.02	0.01	-0.17	0.18
10.32	39	50	73	0.05	0	0.01	-0.17	0.21
10.36	39	51	73	0	0	0.01	-0.16	0.21
10.40	36	52	74	0	0	0.01	-0.16	0.2
10.44	36	55	74	0	0	0.01	-0.17	0.19
10.48	37	56	73	0.01	0	0.01	-0.17	0.18
10.52	38	57	73	0.01	0	0.01	-0.18	0.18
10.56	38	58	71	0.01	0	0.01	-0.18	0.19
10.60	39	58	71	0	0	0.01	-0.19	0.19
10.64	39	59	70	-0.01	0	0.01	-0.19	0.18
10.68	38	60	69	-0.02	0	0.02	-0.19	0.17
10.72	38	63	68	-0.02	0	0.02	-0.18	0.15
10.76	38	64	67	-0.02	0	0.02	-0.18	0.14
10.80	39	64	65	-0.01	0	0.02	-0.18	0.12
10.84	40	65	64	-0.01	0	0.02	-0.18	0.11
10.88	40	66	63	0	0.01	0.02	-0.18	0.1
10.92	39	66	63	0	0.01	0.02	-0.18	0.1
10.96	37	66	64	0	0.01	0.02	-0.18	0.09
11.00	37	66	64	0.01	0.01	0.02	-0.18	0.08
11.04	35	66	65	0.02	0.01	0.02	-0.18	0.08
11.08	33	65	65	0.02	0.01	0.01	-0.18	0.08
11.12	33	65	65	0.02	0.01	0.01	-0.17	0.09
11.16	34	64	63	0.02	0	0.01	-0.17	0.09
11.20	38	64	54	0.03	-0.06	0.01	-0.19	0.1
11.24	38	64	41	0.06	-0.1	0.01	-0.24	0.14
11.28	32	63	35	0.06	-0.66	0.04	-0.37	0.27
11.32	22	57	31	-0.31	-1.56	0.11	-0.71	0.45
11.36	15	40	27	-0.31	-2.86	0.29	-1.48	0.54
11.40	9	25	24	0.42	-3.31	0.47	-8.32	0.54
11.44	7	21	22	0.42	-3.31	1.17	-9.08	-0.34
11.48	6	18	20	-0.01	-2.55	1.28	-9.08	-0.49
11.52	5	14	19	-0.38	-2.12	1.28	-5.59	-0.34
11.56	3	11	18	-0.38	-1.63	1.08	-1.67	1.07
11.60	3	8	16	0.15	-0.6	0.52	1.75	1.07
11.64	2	6	15	0.31	0.43	-0.44	1.76	0.48
11.68	2	5	14	0.47	0.89	-0.56	1.76	0.48
11.72	2	4	13	0.84	1.36	-0.61	1.76	0.48
11.76	1	3	12	0.84	2.07	-0.66	0.94	-0.16
11.80	1	3	12	0.74	2.41	-0.66	-0.48	-0.16
11.84	1	2	11	0.63	2.41	-0.38	-2.46	-0.16
11.88	1	2	10	0.51	2.4	-0.12	-5.14	-0.34
11.92	1	2	10	0.4	1.69	0.02	-6.13	-0.45
11.96	1	1	9	0.07	1.47	0.02	-6.16	-0.34
12.00	0	1	8	0.07	1.23	-0.65	-6.14	0.41
12.04	0	1	8	-0.07	0.75	-0.67	-6.16	0.41
12.08	0	1	7	-0.75	0.41	-0.67	-6.14	-0.44
12.12	3	6	7	-0.75	0.4	-0.55	-5.57	-0.47
12.16	3	11	9	-0.33	0.24	-0.16	-3.65	-0.47
12.20	3	14	18	-0.09	0.1	-0.05	-1.18	-0.07
12.24	3	17	21	-0.09	0	-0.02	-0.5	0.07
12.28	3	22	23	-0.08	0	-0.01	-0.33	0.07
12.32	3	26	26	-0.08	-0.02	-0.01	-0.3	-0.02
12.36	7	29	30	0.03	-0.02	-0.01	-0.29	-0.02
12.40	12	33	44	0.12	0.03	-0.01	-0.28	0.01
12.44	21	39	56	0.12	0.05	-0.01	-0.26	0.06
12.48	27	44	63	0.09	0.05	0	-0.24	0.11
12.52	29	46	69	0.06	0.04	0.01	-0.22	0.13
12.56	31	48	72	0.06	0.03	0.01	-0.21	0.14
12.60	34	48	72	0.06	0.01	0.01	-0.2	0.14
12.64	40	49	72	0.08	-0.01	0.01	-0.2	0.17
12.68	44	49	72	0.08	-0.01	0.01	-0.22	0.23
12.72	44	50	72	0.02	0	0.01	-0.22	0.24
12.76	44	51	72	0	0	0.01	-0.23	0.24
12.80	44	52	72	-0.01	0	0.01	-0.23	0.23
12.84	42	54	72	-0.02	0.01	0.01	-0.23	0.22
12.88	40	55	72	-0.02	0.01	0.01	-0.23	0.2
12.92	38	56	72	-0.01	0.01	0.01	-0.23	0.18
12.96	38	58	72	0	0.01	0.01	-0.23	0.17
13.00	38	58	73	0.01	0.01	0.01	-0.23	0.16
13.04	38	58	73	0.01	0.01	0.01	-0.23	0.16
13.08	38	59	73	0.01	0.01	0.01	-0.22	0.15
13.12	38	59	73	0.01	0.01	0.01	-0.21	0.15
13.16	38	60	73	0.01	0.01	0.01	-0.21	0.16
13.20	39	60	73	0.01	0.01	0.01	-0.21	0.16
13.24	39	61	73	0.02	0.02	0.01	-0.21	0.15
13.28	40	61	72	0.03	0.02	0.01	-0.19	0.15
13.32	43	60	71	0.04	0.01	0.01	-0.19	0.15
13.36	47	60	70	0.07	0.01	0.01	-0.19	0.17
13.40	49	60	68	0.07	0	0.01	-0.18	0.21
13.44	51	60	66	0.06	0	0.01	-0.18	0.22
13.48	54	60	57	0.06	-0.04	0.01	-0.2	0.23
13.52	54	60	45	0.1	-0.17	0.01	-0.26	0.28
13.56	53	60	39	0.13	-0.17	0.05	-0.29	0.33
13.60	44	56	33	0.1	-0.8	0.06	-0.53	0.51
13.64	29	40	30	0.2	-1.82	0.17	-1.17	1.03
13.68	20	26	27	0.33	-1.98	1.12	-3.16	1.03
13.72	14	19	25	0.4	-1.98	1.12	-5.71	1.65
13.76	12	15	23	0.4	-1.98	0.96	-5.71	1.31
13.80	10	13	21	0.13	-1.91	0.72	-3.01	1.31
13.84	8	11	20	0.07	-1.7	0.72	-1.15	0.98
13.88	7	8	18	-0.52	-0.93	0.97	0.66	0.98
13.92	6	6	18	-0.52	0.1	0.97	1.34	1.67
13.96	5	5	16	-0.08	0.72	0.28	1.34	1.67
14.00	4	4	15	0.31	0.91	-0.35	0.87	1.32
14.04	4	3	14	0.59	1.32	-0.91	0.78	1.18
14.08	4	2	13	0.85	1.52	-1.2	-0.49	0.91
14.12	3	2	12	0.85	1.68	-1.2	-1.77	0.38
14.16	3	2	11	0.6	1.8	-1	-3.37	0.2
14.20	3	1	11	0.19	1.8	-0.87	-4.58	-0.15
14.24	2	1	10	0.06	1.44	-0.87	-5.39	-0.15
14.28	2	1	9	-0.13	1.11	-0.94	-5.44	0.05
14.32	2	1	9	-0.3	0.77	-0.94	-5.44	0.61
14.36	2	1	8	-0.35	0.52	-0.91	-5.44	0.61
14.40	2	1	7	-0.39	-0.04	-0.53	-4.79	1.09
14.44	2	1	6	-0.73	-0.04	0.21	-4.77	0.37
14.48	4	6	6	-0.73	0.11	0.21	-4.24	-0.03
14.52	7	10	18	-0.23	0.11	0.09	-0.53	-0.03
14.56	9	15	27	-0.1	0.01	0.02	-0.31	0.16
14.60	10	19	29	-0.08	0	0	-0.27	0.16
14.64	10	21	30	-0.05	0	0	-0.27	0.12
14.68	10	21	39	-0.02	0.02	-0.01	-0.25	0.11
14.72	15	29	51	0.02	0.02	-0.01	-0.23	0.11
14.76	20	34	63	0.03	0.04	-0.01	-0.23	0.14
14.80	23	41	69	0.03	0.05	0	-0.21	0.14
14.84	25	43	72	0.02	0.05	0	-0.18	0.14
14.88	25	43	75	0	0.03	0	-0.16	0.14
14.92	25	47	75	-0.02	0.02	0.01	-0.16	0.12
14.96	25	50	75	-0.02	0.01	0.01	-0.15	0.11
15.00	24	52	75	0	-0.01	0.01	-0.15	0.1
15.04	25	55	74	0.01	-0.01	0.01	-0.16	0.1
15.08	26	56	74	0.01	-0.01	0.01	-0.17	0.1
15.12	26	58	73	0.01	0	0.01	-0.18	0.1
15.16	26	59	73	0.01	0	0.01	-0.18	0.1
15.20	26	60	73	0.01	0.01	0.01	-0.18	0.09
15.24	28	61	73	0.02	0.01	0.01	-0.18	0.09
15.28	28	61	73	0.02	0.01	0.01	-0.18	0.1
15.32	30	62	73	0.02	0.01	0.01	-0.17	0.1
15.36	30	62	73	0.02	0.01	0.01	-0.17	0.1
15.40	31	63	73	0.02	0.01	0.01	-0.17	0.1
15.44	31	63	74	0.03	0.01	0.01	-0.17	0.1
15.48	32	64	74	0.04	0.01	0.01	-0.17	0.1
15.52	33	64	74	0.04	0	0.01	-0.17	0.12
15.56	35	64	73	0.04	0	0.01	-0.17	0.12
15.60	35	64	72	0.04	0	0.01	-0.17	0.13
15.64	38	64	69	0.04	-0.01	0.01	-0.17	0.14
15.68	38	63	61	0.04	-0.03	0.01	-0.19	0.15
15.72	38	63	46	0.08	-0.03	0.01	-0.23	0.15
15.76	35	62	37	0.08	-0.08	0.03	-0.23	0.3
15.80	22	59	30	0.07	-0.66	0.04	-0.29	0.39
15.84	12	45	26	-0.31	-1.55	0.04	-0.92	0.81
15.88	9	27	22	-0.31	-2.61	0.18	-3.65	0.87
15.92	6	23	20	0.12	-3.29	0.54	-7.54	0.87
15.96	5	19	17	0.12	-3.29	0.91	-7.54	0.33
16.00	4	16	16	0.08	-3.07	0.91	-4.64	0.33
16.04	2	14	14	0.06	-2.05	0.86	-2.93	0.33
16.08	2	11	14	-0.02	-1.68	0.65	-1	0.33
16.12	2	10	12	-0.09	-0.65	0.43	0.52	0.35
16.16	1	9	12	-0.09	0.48	0.31	0.67	0.65
16.20	1	8	11	0.25	1.35	0.12	0.67	0.65
16.24	1	7	10	0.52	1.88	-0.21	-0.2	0.31
16.28	0	6	10	0.78	2.01	-0.57	-0.95	0.25
16.32	0	5	9	0.78	2.01	-0.91	-1.59	0.05
16.36	0	4	9	0.78	1.97	-0.91	-2.5	-0.22
16.40	0	4	8	0.66	1.89	-0.75	-3.43	-0.32
16.44	0	4	8	0.22	1.79	-0.73	-4.97	-0.36
16.48	0	4	8	-0.05	1.42	-0.61	-6.7	-0.36
16.52	0	3	7	-0.07	0.76	-0.48	-6.7	-0.19
16.56	0	2	7	-0.14	0.76	-0.48	-4.89	-0.12
16.60	0	2	7	-0.23	0.77	-0.46	-4.89	-0.12
16.64	0	3	6	-0.36	0.77	-0.42	-4.89	0.77
16.68	0	5	5	-0.36	0.51	-0.24	-4.55	0.62
16.72	2	9	5	-0.26	0.26	0.01	-4.42	0.62
16.76	3	10	6	-0.23	0.18	0.01	-1.52	0.38
16.80	4	11	8	-0.12	0.06	0.01	-0.54	0.23
16.84	7	13	15	-0.05	-0.01	-0.01	-0.3	0.22
16.88	8	16	20	-0.05	-0.01	-0.01	-0.25	0.19
16.92	9	17	25	-0.05	-0.01	-0.01	-0.24	0.17
16.96	10	20	33	-0.05	-0.01	-0.01	-0.24	0.14
17.00	13	24	44	-0.01	0	-0.02	-0.22	0.13
17.04	21	32	56	0.02	0.04	-0.02	-0.22	0.13
17.08	28	37	66	0.08	0.04	-0.01	-0.2	0.14
17.12	35	40	70	0.13	0.04	-0.01	-0.16	0.16
17.16	41	43	71	0.13	0.01	0	-0.16	0.23
17.20	44	44	71	0.11	0	0	-0.16	0.28
17.24	45	45	71	0.05	0	0	-0.17	0.29
17.28	46	45	71	0.05	0	0	-0.17	0.29
17.32	46	44	71	0.11	-0.01	0	-0.17	0.33
17.36	49	43	71	0.11	-0.01	0	-0.18	0.38
17.40	52	44	69	0.09	-0.01	0	-0.18	0.43
17.44	54	44	68	0.07	-0.01	0	-0.19	0.45
17.48	55	45	68	0.04	-0.01	0.01	-0.2	0.45
17.52	56	46	68	0.02	0.01	0.01	-0.2	0.45
17.56	56	46	68	0.01	0.01	0.01	-0.2	0.45
17.60	56	46	68	0.01	0.02	0.01	-0.19	0.45
17.64	57	46	68	0.01	0.02	0.01	-0.18	0.45
17.68	57	46	69	0.01	0.01	0.01	-0.18	0.44
17.72	57	47	69	0.01	0.01	0.01	-0.18	0.44
17.76	57	47	69	-0.01	0.02	0.01	-0.18	0.42
17.80	57	47	69	-0.01	0.02	0.01	-0.16	0.42
17.84	57	47	70	0	0.02	0.01	-0.16	0.41
17.88	58	48	70	0.02	0.01	0.01	-0.16	0.41
17.92	58	48	69	0.05	0	0.01	-0.16	0.41
17.96	58	48	68	0.05	0	0.01	-0.16	0.43
18.00	59	48	67	0.05	0	0.01	-0.17	0.43
18.04	59	48	67	0.04	0	0.01	-0.17	0.43
18.08	59	48	68	0.02	0.01	0.01	-0.17	0.45
18.12	59	48	68	-0.01	0.01	0.01	-0.17	0.45
18.16	60	48	66	-0.01	0.01	0.01	-0.17	0.42
18.20	60	48	61	0.03	-0.01	0.01	-0.17	0.42
18.24	61	50	52	0.03	-0.05	0.01	-0.19	0.43
18.28	60	51	42	0.07	-0.11	0.01	-0.24	0.45
18.32	60	52	35	0.12	-0.13	0.02	-0.3	0.49
18.36	58	51	27	0.31	-0.47	0.05	-0.33	0.69
18.40	48	43	26	0.31	-1.71	0.17	-0.68	0.99
18.44	37	31	23	0.31	-2.09	0.29	-3.87	2.82
18.48	26	20	21	1.35	-3.11	0.92	-7.58	2.82
18.52	21	19	19	1.35	-3.11	0.92	-7.58	3.34
18.56	16	16	18	0.24	-2.47	0.92	-6.96	1.57
18.60	13	14	16	-0.17	-2.15	1.08	-3.24	2.3
18.64	10	12	14	-0.58	-1.35	1.24	0.41	1.57
18.68	8	11	13	-0.64	-0.11	1.24	1.74	2.01
18.72	7	9	12	-0.64	0.48	0.59	1.87	0.87
18.76	6	9	12	-0.15	0.93	0.1	1.91	0.87
18.80	5	7	11	0.16	1.37	-0.34	1.91	0.42
18.84	4	6	11	0.2	1.82	-0.62	1.02	0.15
18.88	4	4	10	0.29	2.41	-0.65	0.49	0.15
18.92	4	4	9	0.3	2.9	-0.65	-1.16	0.49
18.96	3	3	9	0.29	2.9	-0.61	-3.62	0.49
